,scaffold,scaffold_fold
568,c1ccc2c(c1)[nH]c1ccccc12,9
569,c1ccc2c(c1)[nH]c1ccccc12,9
570,,0
571,c1ccccc1,1
572,c1ccccc1,1
573,c1ccccc1,1
574,c1ccccc1,1
575,c1ccccc1,1
576,c1ccccc1,1
577,c1ccc2c(c1)CCC2,8
578,O=C(C=Cc1ccccc1)c1ccccc1,4
579,O=C(C=Cc1ccc(OCc2ccccc2)cc1)c1ccccc1,8
580,c1ccccc1,1
581,O=C(Oc1ccc(C(=O)c2ccccc2)cc1)c1ccccc1,5
582,O=C(Oc1ccc(Oc2ccccc2)cc1)c1ccccc1,2
583,O=C(Oc1ccc(-c2ccccc2)cc1)c1ccccc1,6
584,O=C(Oc1ccccc1)c1ccccc1,5
585,O=C(c1ccccc1)c1ccccc1,4
586,c1ccccc1,1
587,C(=Cc1ccccc1)c1ccccc1,9
588,c1ccccc1,1
589,c1ccc(N=Nc2ccccc2)cc1,7
590,c1ccc(N=Nc2ccccc2)cc1,7
591,,0
592,,0
593,O=C1CN=CO1,7
594,,0
595,C1C2CC3CC1CC(C2)C3,2
596,,0
597,C1C2CC3CC1CC(C2)C3,2
598,O=C(CCC(=O)OC1CCC1)OC1CCC1,8
599,O=C(CCC(=O)OC1CCCCC1)OC1CCCCC1,9
600,,0
601,O=C(CCC(=O)OCC1CCCCC1)OCC1CCCCC1,7
602,O=C(CCC(=O)OCCC1CCCCC1)OCCC1CCCCC1,5
603,,0
604,,0
605,,0
606,,0
607,,0
608,,0
609,O=C(CCC(=O)OCCc1ccccc1)OCCc1ccccc1,3
610,O=C(CCC(=O)OCc1ccccc1)OCc1ccccc1,2
611,O=C(CCC(=O)Oc1ccccc1)Oc1ccccc1,5
612,O=C(CCC(=O)Oc1ccccc1)Oc1ccccc1,5
613,O=C(CCC(=O)Oc1ccccc1)Oc1ccccc1,5
614,O=C(CCC(=O)Oc1ccccc1)Oc1ccccc1,5
615,O=C(CCC(=O)Oc1ccccc1)Oc1ccccc1,5
616,O=C(CCC(=O)Oc1ccccc1)Oc1ccccc1,5
617,,0
618,,0
619,,0
620,,0
621,,0
622,,0
623,c1ccc2ccccc2c1,9
624,c1ccccc1,1
625,c1ccccc1,1
626,c1ccc(Nc2ncncn2)cc1,4
627,c1ccc2ncccc2c1,9
628,,0
629,,0
630,,0
631,,0
632,,0
633,,0
634,,0
635,,0
636,,0
637,,0
638,C1CCNCC1,7
639,,0
640,,0
641,,0
642,,0
643,,0
644,,0
645,,0
646,c1ccccc1,1
647,O=C(C=Cc1ccccc1)c1ccccc1,4
648,O=C(C=Cc1ccccc1)c1ccccc1,4
649,c1ccccc1,1
650,c1ccccc1,1
651,,0
652,,0
653,,0
654,,0
655,C1C2CC3CC1CC(C2)C3,2
656,C1C2CC3CC1CC(C2)C3,2
657,C1CC2CCC1C2,5
658,C1CCCCC1,4
659,C1CCCCCCCCCCC1,3
660,,0
661,,0
662,,0
663,,0
664,,0
665,,0
666,,0
667,,0
668,,0
669,,0
670,O=C(OCC(COC(=O)c1ccccc1)COC(=O)c1ccccc1)c1ccccc1,4
671,,0
672,,0
673,,0
674,,0
675,,0
676,,0
677,,0
678,,0
679,,0
680,O=C(Oc1ccccc1)c1ccccc1,5
681,O=C(Oc1ccc(C(=O)Oc2cccc(-c3ccc(OC(=O)c4ccccc4)cc3)c2)cc1)c1ccccc1,2
682,O=C(Oc1ccc(-c2ccccc2)cc1)c1ccccc1,6
683,c1ccc2c(c1)[nH]c1ccccc12,9
684,O=C(Oc1ccc(-c2ncccn2)cc1)C1COCO1,6
685,O=C(Oc1ccccc1)c1ccccc1,5
686,O=C(Oc1ccccc1)c1ccccc1,5
687,c1ccc2c(c1)[nH]c1ccccc12,9
688,O=C(Oc1ccccc1)c1ccccc1,5
689,O=C(Oc1ccccc1)c1ccccc1,5
690,C(=Nc1ccccc1)c1ccccc1,7
691,O=C(Oc1ccccc1)c1ccccc1,5
692,O=C(Oc1ccccc1)c1ccccc1,5
693,c1ccc(N=Nc2ccccc2)cc1,7
694,,0
695,O=C(Oc1ccccc1)c1ccccc1,5
696,c1ccc2c(c1)[nH]c1ccccc12,9
697,O=C(Oc1ccccc1)c1ccccc1,5
698,,0
699,c1ccc2c(c1)[nH]c1ccccc12,9
700,c1ccccc1,1
701,c1ccc(-c2ccccc2)cc1,8
702,,0
703,,0
704,c1ccc(N=Nc2ccccc2)cc1,7
705,,0
706,c1ccccc1,1
707,,0
708,,0
709,,0
710,C1COC1,6
711,,0
712,O=C(Oc1ccccc1)c1ccccc1,5
713,O=C(Oc1ccc(OC(=O)c2ccccc2)cc1)c1ccccc1,2
714,O=C(Oc1ccc(OC(=O)c2ccccc2)cc1)c1ccccc1,2
715,c1ccc(Cc2ccccc2)cc1,2
716,,0
717,,0
718,,0
719,c1ccccc1,1
720,,0
721,c1ccccc1,1
722,c1ccccc1,1
723,c1ccccc1,1
724,c1ccccc1,1
725,c1ccccc1,1
726,c1ccc2ccccc2c1,9
727,c1ccccc1,1
728,c1ccccc1,1
729,c1ccccc1,1
730,c1ccccc1,1
731,c1ccccc1,1
732,c1ccccc1,1
733,c1ccccc1,1
734,O=C(OCc1ccccc1)c1ccccc1,4
735,O=C(c1ccccc1)c1ccccc1,4
736,c1ccccc1,1
737,c1ccc(N=Nc2ccccc2)cc1,7
738,c1ccc(N=Nc2ccccc2)cc1,7
739,c1ccccc1,1
740,c1ccc(-c2ccccc2)cc1,8
741,c1ccccc1,1
742,c1ccccc1,1
743,c1ccccc1,1
744,c1ccccc1,1
745,c1ccccc1,1
746,c1ccccc1,1
747,c1ccc2c(c1)[nH]c1ccccc12,9
748,,0
749,O=C1CN=CO1,7
750,C1CCCCC1,4
751,C1CCCCC1,4
752,C1CCCC1,7
753,C1CCCCC1,4
754,,0
755,,0
756,,0
757,C1CCCCC1,4
758,,0
759,,0
760,,0
761,,0
762,,0
763,,0
764,,0
765,,0
766,,0
767,,0
768,c1ccccc1,1
769,c1ccccc1,1
770,c1ccccc1,1
771,c1ccccc1,1
772,c1ccccc1,1
773,c1ccccc1,1
774,,0
775,O=C1CCCN1,4
776,,0
777,,0
778,,0
779,,0
780,,0
781,,0
782,,0
783,,0
784,,0
785,,0
786,,0
787,C1CCCCC1,4
788,c1ccccc1,1
789,,0
790,c1ccccc1,1
791,,0
792,c1ccccc1,1
793,,0
794,,0
795,c1ccccc1,1
796,c1ccccc1,1
797,c1ccccc1,1
798,c1ccccc1,1
799,c1ccccc1,1
800,c1ccccc1,1
801,c1ccccc1,1
802,c1ccccc1,1
803,c1ccccc1,1
804,c1ccccc1,1
805,c1ccccc1,1
806,c1ccccc1,1
807,c1ccccc1,1
808,c1ccccc1,1
809,c1ccc(-c2ccccc2)cc1,8
810,c1ccccc1,1
811,c1ccncc1,9
812,,0
813,,0
814,,0
815,,0
816,,0
817,,0
818,,0
819,O=C(Oc1ccccc1)c1ccccc1,5
820,,0
821,c1ccccc1,1
822,c1ccccc1,1
823,c1ccc(N=Nc2ccccc2)cc1,7
824,,0
825,c1ccccc1,1
826,O=[PH](c1ccccc1)c1ccccc1,7
827,,0
828,,0
829,c1nnn[nH]1,9
830,c1ccccc1,1
831,c1ccccc1,1
832,c1ccccc1,1
833,c1ccccc1,1
834,c1ccccc1,1
835,c1ccccc1,1
836,c1ccccc1,1
837,c1ccccc1,1
838,c1ccccc1,1
839,c1ccccc1,1
840,c1ccccc1,1
841,c1ccc(-c2ccccc2)cc1,8
842,c1ccc(-c2ccccc2)cc1,8
843,c1ccc(-c2ccccc2)cc1,8
844,c1ccc(-c2ccccc2)cc1,8
845,c1ccc(-c2ccccc2)cc1,8
846,c1ccc(-c2ccccc2)cc1,8
847,O=C(Oc1ccccc1)c1ccc(C(=O)Oc2ccccc2)cc1,3
848,O=C(Oc1ccccc1)c1ccc(C(=O)Oc2ccccc2)cc1,3
849,O=C(Oc1ccccc1)c1ccc(C(=O)Oc2ccccc2)cc1,3
850,O=C(Oc1ccccc1)c1ccc(C(=O)Oc2ccccc2)cc1,3
851,O=C(Oc1ccccc1)c1ccc(C(=O)Oc2ccccc2)cc1,3
852,O=C(Oc1ccccc1)c1ccc(C(=O)Oc2ccccc2)cc1,3
853,c1ccccc1,1
854,c1ccccc1,1
855,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,9
856,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,9
857,c1ccccc1,1
858,c1ccccc1,1
859,c1ccccc1,1
860,O=C(Nc1ccccc1)c1ccccc1,2
861,c1ccccc1,1
862,c1ccccc1,1
863,c1ccccc1,1
864,c1ccccc1,1
865,c1ccccc1,1
866,c1ccccc1,1
867,c1ccccc1,1
868,c1ccccc1,1
869,c1ccccc1,1
870,c1ccccc1,1
871,c1ccccc1,1
872,c1ccccc1,1
873,c1ccc(CCOCc2ccccc2)cc1,7
874,c1ccc(COCc2ccccc2)cc1,5
875,c1ccccc1,1
876,c1ccccc1,1
877,c1ccccc1,1
878,c1ccc2ccccc2c1,9
879,c1ccccc1,1
880,c1ccccc1,1
881,c1ccccc1,1
882,c1ccccc1,1
883,c1ccccc1,1
884,c1ccccc1,1
885,c1ccccc1,1
886,c1ccccc1,1
887,c1ccc(N(c2ccccc2)c2ccccc2)cc1,6
888,c1ccccc1,1
889,c1ccccc1,1
890,c1ccccc1,1
891,c1ccc(B(Oc2ccc(-c3ccccc3)c3cccnc23)c2ccccc2)cc1,2
892,c1ccc(B(Oc2ccc(-c3ccccc3)c3cccnc23)c2ccccc2)cc1,2
893,c1ccc(B(Oc2cccc3cccnc23)c2ccccc2)cc1,8
894,c1ccc(B(Oc2cccc3cccnc23)c2ccccc2)cc1,8
895,c1ccccc1,1
896,c1ccccc1,1
897,N=C(Cc1ccccc1)c1ccccc1,4
898,c1ccccc1,1
899,c1ccccc1,1
900,c1ccccc1,1
901,O=C(CCN1CCCCC1)c1ccccc1,3
902,O=C(CCN1CCOCC1)c1ccccc1,5
903,O=C(Cc1ccccc1)c1ccccc1,2
904,c1ccccc1,1
905,O=C(c1ccccc1)N1CCCCC1,5
906,O=C(c1ccccc1)N1CCOCC1,6
907,c1ccccc1,1
908,c1ccccc1,1
909,c1ccccc1,1
910,c1ccccc1,1
911,c1ccccc1,1
912,c1ccccc1,1
913,c1ccccc1,1
914,c1ccccc1,1
915,c1ccccc1,1
916,c1ccccc1,1
917,c1ccc(CCCN2CCOCC2)cc1,3
918,c1ccccc1,1
919,c1ccccc1,1
920,c1ccccc1,1
921,c1ccccc1,1
922,c1ccccc1,1
923,c1ccccc1,1
924,c1ccccc1,1
925,c1ccccc1,1
926,c1ccccc1,1
927,c1ccccc1,1
928,c1ccccc1,1
929,c1ccccc1,1
930,c1ccccc1,1
931,c1ccccc1,1
932,c1ccccc1,1
933,c1ccccc1,1
934,c1ccccc1,1
935,c1ccccc1,1
936,c1ccccc1,1
937,c1ccccc1,1
938,c1ccccc1,1
939,c1ccc(COc2ccc(-c3ccc(-c4cccs4)c4nsnc34)cc2)cc1,5
940,c1ccc(COc2ccc(-c3ccc(-c4ccc(-c5cccs5)s4)c4nsnc34)cc2)cc1,7
941,c1ccccc1,1
942,c1ccccc1,1
943,c1ccc(Cn2c3ccccc3c3ccccc32)cc1,4
944,c1ccccc1,1
945,c1ccccc1,1
946,c1ccc(N(c2ccccc2)c2ccccc2)cc1,6
947,c1ccccc1,1
948,c1ccccc1,1
949,c1ccccc1,1
950,c1ccccc1,1
951,c1ccccc1,1
952,c1ccccc1,1
953,c1ccccc1,1
954,c1ccccc1,1
955,c1ccc(O[PH]2=NP=NP=N2)cc1,8
956,c1ccc(Oc2ccccc2)cc1,3
957,c1ccccc1,1
958,c1ccccc1,1
959,c1ccccc1,1
960,c1ccccc1,1
961,c1ccc(-c2c3ccccc3cc3ccccc23)cc1,4
962,c1ccc(-c2ccc3c(c2)Cc2cc(-c4ccc5c(c4)Cc4ccccc4-5)ccc2-3)cc1,4
963,c1ccc(-c2ccc3c(c2)Cc2ccccc2-3)cc1,6
964,c1ccccc1,1
965,c1ccncc1,9
966,c1ncncn1,8
967,c1ccncc1,9
968,c1ccsc1,6
969,c1ccccc1,1
970,S=C(c1ccccc1)c1ccccc1,4
971,S=C(c1ccccc1)c1ccccc1,4
972,S=C(c1ccccc1)c1cccs1,2
973,c1ccccc1,1
974,c1ccc(-c2ccccc2)cc1,8
975,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,9
976,c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1,8
977,c1ccc(-c2ccc(-c3ccc(-c4cccs4)cc3)cc2)cc1,2
978,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,9
979,c1ccc(-c2ccc(-c3cccs3)cc2)cc1,7
980,c1ccc(-c2ccc(-c3ccc(-c4cccs4)s3)cc2)cc1,8
981,c1ccc(-c2ccc(-c3cccs3)cc2)cc1,7
982,S=C(c1cccs1)c1ccc(-c2ccccc2)s1,2
983,c1ccc(-c2ccc(-c3ccc(-c4cccs4)cc3)s2)cc1,4
984,c1ccc(-c2ccc(-c3ccccc3)s2)cc1,7
985,c1ccc(-c2ccc(-c3ccc(-c4cccs4)s3)s2)cc1,5
986,c1ccc(-c2ccc(-c3cccs3)s2)cc1,7
987,c1ccc(-c2ccc(Oc3cccs3)s2)cc1,9
988,S=C(Oc1ccccc1)c1cccs1,2
989,c1ccc(Oc2cccs2)cc1,9
990,c1ccccc1,1
991,c1ccccc1,1
992,,0
993,,0
994,,0
995,,0
996,,0
997,,0
998,,0
999,,0
1000,,0
1001,c1cc2ccc3cccc4ccc(c1)c2c34,4
1002,,0
1003,,0
1004,,0
1005,c1ccccc1,1
1006,c1ccccc1,1
1007,c1ccccc1,1
1008,c1ccccc1,1
1009,c1ccc(-c2cccs2)cc1,5
1010,,0
1011,c1ccsc1,6
1012,c1ccccc1,1
1013,,0
1014,,0
1015,,0
1016,,0
1017,c1ccsc1,6
1018,c1csc(Cc2cccs2)c1,9
1019,c1ccsc1,6
1020,C1CCCCC1,4
1021,C1CCCCCC1,3
1022,C1CCCC1,7
1023,,0
1024,,0
1025,c1ccccc1,1
1026,c1ccsc1,6
1027,,0
1028,,0
1029,,0
1030,c1ccsc1,6
1031,,0
1032,,0
1033,,0
1034,,0
1035,,0
1036,,0
1037,,0
1038,c1ccccc1,1
1039,,0
1040,c1ccsc1,6
1041,S=C(c1cccs1)c1cccs1,4
1042,c1csc(-c2ccc(-c3cccs3)s2)c1,9
1043,c1csc(-c2cccs2)c1,3
1044,,0
1045,,0
1046,,0
1047,c1ccc(CCc2ccccc2)cc1,8
1048,C(c1ccccc1)=c1ccc(=c2ccc(=C(c3ccccc3)c3ccc(-c4cccs4)s3)s2)s1,2
1049,c1ccccc1,1
1050,C(c1cccs1)=c1ccc(=c2ccc(=C(c3cccs3)c3ccc(-c4cccs4)s3)s2)s1,7
1051,O=C1CCCC(=O)N1,4
1052,O=C1CCC(=O)N1c1ccccc1,9
1053,O=C1CCCC(=O)O1,7
1054,O=C1CCC(=O)O1,4
1055,C1CCCCCC1,3
1056,C1CCCCC1,4
1057,C1CCCC1,7
1058,C1CCC1,9
1059,O=C1CCCC(=O)N1,4
1060,C1CCC1,9
1061,c1ccc2c(c1)CCC2,8
1062,C1CCCCC1,4
1063,O=C(CCC(=O)N1CCCCC1)N1CCCCC1,7
1064,O=C(CCC(=O)N1CCCCC1)N1CCCCC1,7
1065,C1COCO1,3
1066,C1CNCCN1,5
1067,C1COCO1,3
1068,C1COCO1,3
1069,C1COCO1,3
1070,c1ccc(C2COCO2)cc1,6
1071,C1COCO1,3
1072,C1COCO1,3
1073,O=C(Oc1ccccc1)c1cccc(C(=O)Oc2ccc(C3NC(=O)c4ccccc43)cc2)c1,2
1074,O=C(Oc1ccccc1)c1ccc(C(=O)Oc2ccc(C3NC(=O)c4ccccc43)cc2)cc1,2
1075,O=C(c1ccc(Oc2ccccc2)cc1)c1ccc(Oc2ccc(C3NC(=O)c4ccccc43)cc2)cc1,3
1076,O=C(Nc1ccc(Oc2ccccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(=O)Nc6ccc(Oc7ccc(C8NC(=O)c9ccccc98)cc7)cc6)cc5C4=O)cc3)cc1)C2=O,7
1077,O=C(c1ccc(Oc2ccccc2)cc1)c1ccc(Oc2ccc(C3NC(=O)c4ccccc43)cc2)cc1,3
1078,O=C(Oc1ccccc1)c1ccc([SiH2]c2ccc(C(=O)Oc3ccc(C4c5ccccc5C(=O)N4c4ccccc4)cc3)cc2)cc1,3
1079,O=C1OC(c2ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccccc5)cc4)cc3)cc2)c2ccccc21,2
1080,O=C1OC(c2ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccccc5)cc4)cc3)cc2)c2ccccc21,2
1081,O=C(Oc1ccccc1)c1ccc(C(=O)Oc2ccc(C3OC(=O)c4ccccc43)cc2)cc1,9
1082,O=C(Oc1ccccc1)c1cccc(C(=O)Oc2ccc(C3OC(=O)c4ccccc43)cc2)c1,7
1083,O=C1OC(c2ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccccc5)cc4)cc3)cc2)c2ccccc21,2
1084,O=C(NNC(=O)c1ccc(C(=O)NNC(=O)c2ccc(C3OC(=O)c4ccccc43)cc2)cc1)c1ccccc1,2
1085,O=C(Oc1ccccc1)Oc1ccc(C2OC(=O)c3ccccc32)cc1,3
1086,O=C(Oc1ccccc1)c1cccc(C(=O)Oc2ccc(C3OC(=O)c4ccccc43)cc2)c1,7
1087,O=C(Oc1ccccc1)c1ccc(C(=O)Oc2ccc(C3OC(=O)c4ccccc43)cc2)cc1,9
1088,O=C(Oc1ccccc1)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(C(=O)Oc3ccc(C4OC(=O)c5ccccc54)cc3)cc2)cc1,7
1089,O=C(c1ccc(Oc2ccccc2)cc1)c1ccc(Oc2ccc(C3OC(=O)c4ccccc43)cc2)cc1,8
1090,O=C1OC(c2ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccccc5)cc4)cc3)cc2)c2ccccc21,2
1091,O=C(Oc1ccccc1)c1ccc(C(=O)Oc2ccc(C3OCc4ccccc43)cc2)cc1,7
1092,O=C(Oc1ccccc1)c1ccc(C(=O)Oc2ccc(C3c4ccccc4Oc4ccccc43)cc2)cc1,5
1093,C1C2CC3CC1CC(C2)C3,2
1094,O=C1C2COCC2C(=O)N1c1ccccc1,9
1095,O=C1C=C(c2ccc(-c3ccc4c(c3)Cc3cc(-c5ccccc5)ccc3-4)cc2)C(=O)N1,7
1096,C1=CCCC1,5
1097,O=S1(=O)C=CC=C1c1sc(-c2scc3c2OCCO3)c2c1OCCO2,9
1098,C=C1C=COC(C=Cc2ccc(N=Nc3ccc(NCCOC(=O)Nc4cccc(NC(=O)OCCNc5ccc(N=Nc6ccccc6)cc5)c4)cc3)cc2)=C1,4
1099,C=C1C=COC(C=Cc2ccc(-c3ccc4c(c3)Cc3cc(-c5cccs5)ccc3-4)s2)=C1,8
1100,C=C1C=COC(C=Cc2ccc(-c3ccc(-c4cccs4)s3)s2)=C1,5
1101,C=C1C=COC(C=Cc2ccc(NCCOC(=O)Nc3cccc(NC(=O)OCCNc4cccs4)c3)s2)=C1,4
1102,C=C1C=COC(C=Cc2ccc(-c3ccc(C=Cc4ccc5c(c4)Cc4cc(C=Cc6ccc(-c7cccs7)cc6)ccc4-5)cc3)s2)=C1,9
1103,O=C1NC=CCC1C(=O)C(=O)C1CC2CCC2C1=O,8
1104,C1=CC2=CC=NC2=N1,7
1105,C1=CC2=NC=CC2=N1,7
1106,O=S1(=O)C=CC=C1c1sc(-c2scc3c2OCCO3)c2c1OCCO2,9
1107,C1=CC2=CC=NC2=CC1,6
1108,C=C1CCCC1,9
1109,O=C1CCC(=O)N1,5
1110,O=C1CCC(=O)N1C1CCCCC1,7
1111,O=C1CCC(=O)N1CCCCCCCCOc1ccc(-c2ccccc2)cc1,8
1112,O=C1CCC(=O)N1CCCCCCOc1ccc(-c2ccccc2)cc1,3
1113,O=C1CCC(=O)N1CCCCCOc1ccc(-c2ccccc2)cc1,9
1114,O=C1CCC(=O)N1CCCCOc1ccc(-c2ccccc2)cc1,5
1115,O=C1CCC(=O)N1CCCOc1ccc(-c2ccccc2)cc1,5
1116,O=C1CCC(=O)N1CCOc1ccc(-c2ccccc2)cc1,4
1117,O=C1CCC(=O)N1c1ccccc1,9
1118,O=C1CCC(=O)N1c1ccccc1,9
1119,O=C1CCC(=O)N1c1ccccc1,9
1120,O=C1CCC(=O)N1c1ccccc1,9
1121,O=C1CCC(=O)N1c1ccc(O[Si](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,9
1122,O=C1CCC(=O)N1c1ccc(Cc2ccc(N3C(=O)CC(CC=Cc4cccc(Cc5ccccc5)c4)C3=O)cc2)cc1,2
1123,O=C1CCC(=O)N1,5
1124,O=C1CCC(=O)N1,5
1125,O=C1CCC(=O)N1c1ccccc1,9
1126,O=C1CCC(=O)N1c1ccccc1,9
1127,O=C1CCC(=O)N1c1ccccc1,9
1128,O=C1CCC(=O)N1c1ccccc1,9
1129,O=C1CC(Cc2ccccc2)C(=O)N1,7
1130,O=C1CC(Cc2ccccc2)C(=O)N1,7
1131,O=C1CC(Cc2ccccc2)C(=O)N1,7
1132,O=C1CC(Cc2ccccc2)C(=O)N1,7
1133,O=C1CC(Cc2ccccc2)C(=O)N1CCCNc1ccc(N=Nc2ccccc2)cc1,4
1134,O=C1CC(Cc2ccccc2)C(=O)N1CCNc1ccc(N=Nc2ccccc2)cc1,7
1135,O=C(Nc1ccc(N2C(=O)CC(Cc3ccccc3)C2=O)cc1)OCC1CCCN1c1ccccc1,9
1136,O=C1CCC(=O)N1,5
1137,O=C1CCC(=O)N1,5
1138,O=C1CCC(=O)N1,5
1139,O=C1CCC(=O)N1,5
1140,O=C1CCC(=O)N1,5
1141,O=C1CCC(=O)N1c1ccccc1,9
1142,O=C1CCCC(=O)O1,7
1143,O=C1CCC(=O)O1,4
1144,O=C1CCC(=O)O1,4
1145,O=C1CCC(=O)O1,4
1146,O=C1CCC(=O)O1,4
1147,O=C1CC(COC2CCCCC2)C(=O)O1,6
1148,O=C1CCC(=O)O1,4
1149,O=C1CCC(=O)O1,4
1150,O=C1CC(Cc2ccccc2)C(=O)O1,3
1151,O=C1CC(C2CC3CC2CC3C(=O)OC2CCCCC2)C(=O)O1,5
1152,O=C1CC(C2CC3CC2CC3C(=O)OC2CCCCC2)C(=O)O1,5
1153,O=C1CC(C2CC3CCC2C3)C(=O)O1,6
1154,C1CCCC1,7
1155,O=C(CCCCCCCCCCOc1ccc(-c2ccccc2)cc1)OC1CCCC1OC(=O)CCCCCCCCCCOc1ccc(-c2ccccc2)cc1,8
1156,C1CCCC1,7
1157,C1CCCC1,7
1158,C1CCCC1,7
1159,O=C(OCCCCCCCCCCCOc1ccc(-c2ccccc2)cc1)C1CCCC1C(=O)OCCCCCCCCCCCOc1ccc(-c2ccccc2)cc1,2
1160,O=C(OCCCCCCOc1ccc(-c2ccccc2)cc1)C1CCCC1C(=O)OCCCCCCOc1ccc(-c2ccccc2)cc1,2
1161,O=C(Oc1ccccc1)C1CCCC1C(=O)Oc1ccccc1,9
1162,C1CC2CCC1C2,5
1163,C1CCCC1,7
1164,C1CCCC1,7
1165,C1CCCC1,7
1166,C1CCCC1,7
1167,C1CCCC1,7
1168,C1CCCC1,7
1169,C1CCCC1,7
1170,O=C(OCCCCCCCCOc1ccc(C=Cc2ccccc2)cc1)C1CCCC1,5
1171,C1CCCC1,7
1172,C1CCCC1,7
1173,C1=CCC(C2CCCC2)CC1,3
1174,C1CCCC1,7
1175,O=C(CCCCCCCCCCOc1ccc(-c2ccccc2)cc1)OC1CCCC1,3
1176,O=C1NC(=O)C2CCCC12,9
1177,O=C1NC(=O)C2CCCC12,9
1178,O=C1NC(=O)C2CCCC12,9
1179,O=C1NC(=O)C2CCCC12,9
1180,O=C1NC(=O)C2CCCC12,9
1181,O=C1NC(=O)C2CCCC12,9
1182,O=C1C2CCCC2C(=O)N1c1ccccc1,8
1183,O=C1C2CCCC2C(=O)N1c1ccccc1,8
1184,O=C1C2CCCC2C(=O)N1c1ccccc1,8
1185,O=C1C2CCCC2C(=O)N1c1ccccc1,8
1186,O=C1C2CCCC2C(=O)N1c1ccccc1,8
1187,O=C(OCC12CC3CC(CC(C3)C1)C2)C1C2CCC(C2)C1C(=O)OCC12CC3CC(CC(C3)C1)C2,5
1188,O=C(OCCC12CC3CC(CC(C3)C1)C2)C1C2CCC(C2)C1C(=O)OCCC12CC3CC(CC(C3)C1)C2,2
1189,O=C(OCCC1CC2CCC1C2)C1C2CCC(C2)C1C(=O)OCCC1CC2CCC1C2,9
1190,O=C(OCCCc1ccccc1)C1C2CCC(C2)C1C(=O)OCCCc1ccccc1,6
1191,O=C(OCc1ccccc1)C1C2CCC(C2)C1C(=O)OCc1ccccc1,2
1192,c1ccc(COCC2C3CCC(C3)C2COCc2ccccc2)cc1,9
1193,c1ccc(C2CC3CC2C2CCCC32)cc1,4
1194,C1=CC2C3CCC(C3)C2C1,6
1195,C1=CC2CCC1C2,9
1196,C=C1CC2CCC1C2,4
1197,C1CC2CCC1C2,5
1198,O=C(OCCc1ccc(N(c2ccccc2)c2ccccc2)cc1)C1CC2CCC1C2,4
1199,O=C(OCCc1ccc(N(c2ccccc2)c2ccccc2)cc1)C1CC2CCC1C2,4
1200,c1ccc(CCCCC2CC3CCC2C3)cc1,8
1201,C1CC2CCC1C2,5
1202,C1CC2CCC1C2,5
1203,C1CC2CCC1C2,5
1204,C1=CCSC1,2
1205,C1=CCSC1,2
1206,C1=CCCC1,5
1207,C1=CCCCC1,5
1208,C1COCOC1,2
1209,C1CCOC1,7
1210,C1CCCC1,7
1211,C1CCCC1,7
1212,C1CC2C3CC4C(C3)C24C1,2
1213,O=C(NC1CCC(CC2CCCCC2)CC1)OC1CC2CCCC(C1)O2,3
1214,C1CC2CCCC(C1)O2,2
1215,O=C(Oc1ccc(S(=O)(=O)c2ccccc2)cc1)OC1CC2CCCC(C1)O2,9
1216,C1CC2CCC1C2,5
1217,C1CC2CCCC2C1,3
1218,C(=C(c1ccccc1)N1CCCCC1)c1ccccc1,3
1219,C=C1C=C(C=Cc2ccc(N3CCCCC3)s2)OC(C=Cc2ccc(N3CCC(OC(=O)Nc4ccccc4)CC3)s2)=C1,5
1220,C(=C(c1ccccc1)N1CCCCC1)c1ccccc1,3
1221,C1CC2OCCC2O1,5
1222,C1CC2OCCC2O1,5
1223,C1CC2OCCC2O1,5
1224,C1CC2OCCC2O1,5
1225,O=C(CCCCC(=O)NC(Cc1ccccc1)C(=O)OC1COC2CCOC21)NCCc1ccccc1,5
1226,C1CC2OCCC2O1,5
1227,C1CC2OCCC2O1,5
1228,O=C(CCCCCCC(=O)NC(Cc1ccccc1)C(=O)OC1COC2CCOC21)NCCc1ccccc1,3
1229,C1CC2OCCC2O1,5
1230,C1CC2OCCC2O1,5
1231,C1CC2OCCC2O1,5
1232,O=C(CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)OC1COC2CCOC21)NCCc1ccccc1,9
1233,O=C(CCCCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)OC1COC2CCOC21)NCCc1ccccc1,8
1234,C1CC2OCCC2O1,5
1235,C1CC2OCCC2O1,5
1236,C1CC2OCCC2O1,5
1237,C1CC2OCCC2O1,5
1238,O=C(OCC1COCO1)OC1COC2CCOC21,3
1239,C1CC2OCCC2O1,5
1240,C1CC2OCCC2O1,5
1241,C1CC2OCCC2O1,5
