canon,target_type,fold
C(=S)CC(F)(F)C()(F)F,eea,0
C(=S)CC(F)(F)C()(F)F,egb,0
C(=S)NC(F)(F)C()(F)F,ei,0
C(=S)NC(F)(F)C()(F)F,eps,0
C(=S)NC(F)(F)C()(F)F,nc,0
C(=S)OC(=S)c1ccc()cc1,eea,2
C(=S)OC(=S)c1ccc()cc1,egb,2
C(=S)OC(=S)c1ccc()s1,eps,1
C(=S)OC(=S)c1ccc()s1,nc,1
C(=S)Oc1ccc(-c2ccc()cc2)s1,egb,2
C(=S)Oc1ccc(-c2ccc()cc2)s1,ei,2
C(=S)Oc1ccc(-c2ccc()cc2)s1,eps,2
C(=S)Oc1ccc(-c2ccc()cc2)s1,nc,2
C(=S)Oc1ccc(-c2ccc()s2)s1,egb,0
C(=S)Oc1ccc(-c2ccc()s2)s1,nc,0
C(=S)c1ccc(-c2ccc(-c3ccc()cc3)cc2)cc1,eea,2
C(=S)c1ccc(-c2ccc(-c3ccc()cc3)cc2)cc1,egb,2
C(=S)c1ccc(-c2ccc(-c3ccc()cc3)cc2)cc1,eps,2
C(=S)c1ccc(-c2ccc(-c3ccc()cc3)cc2)s1,eps,1
C(=S)c1ccc(-c2ccc(-c3ccc()cc3)s2)cc1,eea,2
C(=S)c1ccc(-c2ccc(-c3ccc()cc3)s2)cc1,egb,2
C(=S)c1ccc(C(=S)c2ccc()cc2)cc1,eea,1
C(=S)c1ccc(C(=S)c2ccc()cc2)cc1,egb,1
C(=S)c1ccc(C(=S)c2ccc()cc2)cc1,ei,1
C(=S)c1ccc(C(=S)c2ccc()cc2)cc1,nc,1
C(=S)c1ccc(C(=S)c2ccc()cc2)s1,egb,1
C(=S)c1ccc(C(=S)c2ccc()cc2)s1,eps,1
C(=S)c1ccc(C(=S)c2ccc()cc2)s1,nc,1
C(=S)c1ccc(C(F)(F)C()(F)F)cc1,egb,0
C(=S)c1ccc(C(F)(F)C()(F)F)cc1,ei,0
C(=S)c1ccc(C(F)(F)C()(F)F)cc1,nc,0
C(=S)c1ccc(C(F)(F)C()(F)F)s1,eea,0
C(=S)c1ccc(C(F)(F)C()(F)F)s1,egb,0
C(=S)c1ccc(C(F)(F)C()(F)F)s1,eps,0
C(=S)c1ccc(C(F)(F)C()(F)F)s1,nc,0
C(Br)=C(c1ccccc1)c1ccc()cc1,egc,0
C(C#N)=C(C#N)n1c(=O)c2cc3c(=O)n()c(=O)c3cc2c1=O,egc,2
C(C#N)=C(c1ccccc1)c1ccc()cc1,egb,1
C(C#N)C()(C#N)C#N,egb,0
C(C()(C(=C([2H])[2H])[2H])[2H])([2H])[2H],tg,2
C(C()(C(=O)OC([2H])([2H])[2H])C([2H])([2H])[2H])([2H])[2H],tg,1
C(C()(Cl)[2H])([2H])[2H],tg,0
C(C()(F)F)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)F,tg,2
C(C()(F)F)(OC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)F,tg,1
C(C()(F)F)(c1c(c(c(c(c1F)F)F)F)F)F,tg,0
C(C()(F)F)OC(F)(F)F,tg,2
C(C()(c1c(c(c(c(c1[2H])[2H])[2H])[2H])[2H])[2H])([2H])[2H],tg,1
C(C()C(=O)OC(C)(C)C)C(=O)OC,tg,0
C(C()C(=O)OC12CC3CC(CC(C1)C3)C2)C,tg,2
C(C(=O)C)c1ccc(cc1)C(C)(C)C,tg,1
C(C(C(C)C#N)CCC(O)(C)C=C)(C)C,tg,0
C(C(C(C)OC(=O)C)CCC(O)(C)C=C)(C)C,tg,2
C(C(C(C)OCC(C)C)(C(=O)OC)C)(C(=O)OC)C,tg,1
C(C(C(C)OCC)C(=O)OC)C(=O)OC,tg,0
C(C(C(C)OCCCC)C(=O)OC)C(=O)OC,tg,2
C(C(C(C)c1ncccc1)c1ccccc1)c1ncccc1,tg,1
C(C(C)C)(C)C,tg,0
C(C(CC)(C)C)(C)C,tg,2
C(C(CC)(F)F)(F)F,tg,1
C(C(CC)C)(C(=O)OC)C,tg,0
C(C(CC)C)C,tg,2
C(C(CC)[2H])([2H])C,tg,1
C(C(CC)c1ccccc1)c1ccccc1,tg,0
C(C(CCCC)c1ccc(cc1)O)c1c(cc(cc1)O)C,tg,2
C(C(CCCCCC)Cl)Cl,tg,1
C(C(CCCCCCC)c1ccc(cc1)O)c1c(cc(cc1)O)C,tg,0
C(C(CCCCCCCCC)c1ccc(cc1)O)c1c(cc(cc1)O)C,tg,2
C(C(CCCCCCCCCC)Cl)Cl,tg,1
C(C(CCCCCCCCCC)c1ccc(cc1)O)c1c(cc(cc1)O)C,tg,0
C(C)(C(=O)C)F,tg,2
C(C)(C(=O)NC(=O)OC(COc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCC(O)C)C)C,tg,1
C(C)(C(=O)NC(=O)OCCOc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCCO)C,tg,0
C(C)(C(=O)NC(=O)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)O)C,tg,2
C(C)(C(=O)NC(c1ccccc1)C)C,tg,1
C(C)(C(=O)NC1C(OC(C(C1O)O)CO)O)C,tg,0
C(C)(C(=O)Nc1cc(ccc1)c1oc(nn1)c1ccccc1)C,tg,2
C(C)(C(=O)O)C,tg,1
C(C)(C(=O)OC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,tg,0
C(C)(C(=O)OC(C(C)(C)C)C)C,tg,2
C(C)(C(=O)OC(C(F)(F)F)C(F)(F)F)C,tg,1
C(C)(C(=O)OC(C)C)C,tg,0
C(C)(C(=O)OC(C)C)C#N,tg,2
C(C)(C(=O)OC(COc1c2c(ccc1)cccc2)COc1c2c(ccc1)cccc2)C,tg,1
C(C)(C(=O)OC(COc1c2ccccc2c2ccccc2c1)COc1c2ccccc2c2ccccc2c1)C,tg,0
C(C)(C(=O)OC(COc1ccc(cc1)c1ccccc1)COc1ccc(cc1)c1ccccc1)C,tg,2
C(C)(C(=O)OC)C,tg,1
C(C)(C(=O)OC)C#N,tg,0
C(C)(C(=O)OC)Cl,tg,2
C(C)(C(=O)OC)F,tg,1
C(C)(C(=O)OC)c1ccccc1,tg,0
C(C)(C(=O)OC1(C2CC3CC(CC1C3)C2)C)C,tg,2
C(C)(C(=O)OC1(CC(=O)OCC1)C)C,tg,1
C(C)(C(=O)OC12CC3(CC(CC(C1)C3)(C2)C)C)C,tg,0
C(C)(C(=O)OC12CC3(CC(CC(C1)C3)(C2)C)C)CC(=O)OC,tg,2
C(C)(C(=O)OC12CC3CC(CC(C1)C3)C2)C,tg,1
C(C)(C(=O)OC1C(CCC(C1)C)C(C)C)C,tg,0
C(C)(C(=O)OC1C(CCCC1)C)C,tg,2
C(C)(C(=O)OC1CC(CC(C1)C)(C)C)C,tg,1
C(C)(C(=O)OC1CCC(CC1)C)C,tg,0
C(C)(C(=O)OC1CCC1)C,tg,2
C(C)(C(=O)OC1CCCC1)C,tg,1
C(C)(C(=O)OC1CCCCCCCCC1)C,tg,0
C(C)(C(=O)OC1CCCCCCCCCCC1)C,tg,2
C(C)(C(=O)OC1CCOCC1)C,tg,1
C(C)(C(=O)OCC#C)C,tg,0
C(C)(C(=O)OCC#CO[Si](C)(C)C)C,tg,2
C(C)(C(=O)OCC#N)C,tg,1
C(C)(C(=O)OCC(=O)N1CCOCC1)C,tg,0
C(C)(C(=O)OCC(=O)Nc1noc(c1)C)C,tg,2
C(C)(C(=O)OCC(=O)c1ccccc1)C,tg,1
C(C)(C(=O)OCC(C(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,tg,0
C(C)(C(=O)OCC(C(C(C(F)F)(F)F)(F)F)(F)F)C,tg,2
C(C)(C(=O)OCC(C(C(F)(F)F)(F)F)(F)F)F,tg,1
C(C)(C(=O)OCC(C(F)(F)F)(F)F)C,tg,0
C(C)(C(=O)OCC(C(F)(F)F)(F)F)F,tg,2
C(C)(C(=O)OCC(C(F)F)(F)F)C,tg,1
C(C)(C(=O)OCC(C)(C)C)C,tg,0
C(C)(C(=O)OCC(C)C)C#N,tg,2
C(C)(C(=O)OCC(F)(F)F)C,tg,1
C(C)(C(=O)OCC(F)(F)F)F,tg,0
C(C)(C(=O)OCC(O)C)C,tg,2
C(C)(C(=O)OCC(Oc1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C#N)C)C,tg,1
C(C)(C(=O)OCC)C,tg,0
C(C)(C(=O)OCC)CC,tg,2
C(C)(C(=O)OCC)CF,tg,1
C(C)(C(=O)OCC)Cl,tg,0
C(C)(C(=O)OCC)F,tg,2
C(C)(C(=O)OCC1(COCOC1)C)C,tg,1
C(C)(C(=O)OCC1CCC1)C,tg,0
C(C)(C(=O)OCC1N(CC(C1)NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)C,tg,2
C(C)(C(=O)OCC1OC(C(C1O)O)n1c(=O)[nH]c(=O)cc1)C,tg,1
C(C)(C(=O)OCC1OC(OC1)CP(=O)(OCC)OCC)C,tg,0
C(C)(C(=O)OCC1OC(OC1)c1ccccc1)C,tg,2
C(C)(C(=O)OCC1OC1)C,tg,1
C(C)(C(=O)OCC1OCCC1)C,tg,0
C(C)(C(=O)OCC1OCCOCCOCCOC1)C,tg,2
C(C)(C(=O)OCCC#N)C,tg,1
C(C)(C(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Cl,tg,0
C(C)(C(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,tg,2
C(C)(C(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,tg,1
C(C)(C(=O)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C,tg,0
C(C)(C(=O)OCCC(CC(C)(C)C)C)C,tg,2
C(C)(C(=O)OCCC)Cl,tg,1
C(C)(C(=O)OCCC)F,tg,0
C(C)(C(=O)OCCC1CCCCC1)C,tg,2
C(C)(C(=O)OCCC1CCN(CC1)CCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])C,tg,1
C(C)(C(=O)OCCCC)Cl,tg,0
C(C)(C(=O)OCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,tg,2
C(C)(C(=O)OCCCCCC(=O)Oc1ccc(cc1)OC(=O)c1ccc(cc1)OC)C,tg,1
C(C)(C(=O)OCCCCCC(=O)Oc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCC)C,tg,0
C(C)(C(=O)OCCCCCC)C,tg,2
C(C)(C(=O)OCCCCCCC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,tg,1
C(C)(C(=O)OCCCCCCC)C#N,tg,0
C(C)(C(=O)OCCCCCCCC)C,tg,2
C(C)(C(=O)OCCCCCCCC/C=C\CCCCCCCC)C,tg,1
C(C)(C(=O)OCCCCCCCCCCCC)C,tg,0
C(C)(C(=O)OCCCCCCCCCCCCCC)C,tg,2
C(C)(C(=O)OCCCCCCCCCCCCCCC(=O)NC1OC(C(C(C1O)O)OC1OC(C(C(C1O)O)O)CO)CO)C,tg,1
C(C)(C(=O)OCCCCCCCCCCCCCCCC[n+]1ccc(cc1)N(C)C)C,tg,0
C(C)(C(=O)OCCCCCCCCCCCCOc1cc2c(cc1)cc(cc2)C(=O)Oc1ccccc1)C,tg,2
C(C)(C(=O)OCCCCCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)c1cc(ccc1)OC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCCCCCC)C,tg,1
C(C)(C(=O)OCCCCCCCCCCCOc1cc2c(cc1)cc(cc2)C(=O)Oc1ccccc1)C,tg,0
C(C)(C(=O)OCCCCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C#N)C,tg,2
C(C)(C(=O)OCCCCCCCCCCCOc1ccc(cc1)C=Nc1ccc(cc1)C#N)C,tg,1
C(C)(C(=O)OCCCCCCCCCCCn1c2ccccc2c2ccccc12)C,tg,0
C(C)(C(=O)OCCCCCCCCCCOc1ccc(cc1)C#Cc1c(cc(c(c1)C)C=Cc1ccncc1)C)C,tg,2
C(C)(C(=O)OCCCCCCCCCCOc1ccc(cc1)C#Cc1c(cc(c(c1)OC)C=Cc1ccncc1)OC)C,tg,1
C(C)(C(=O)OCCCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C(=O)C=Cc1c(c2c(n1C)cccc2)C)C,tg,0
C(C)(C(=O)OCCCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C(=O)C=Cc1c(c2c(n1CCCC)cccc2)C)C,tg,2
C(C)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)C#N)C,tg,1
C(C)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)Cl)C,tg,0
C(C)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)OC)C,tg,2
C(C)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])C,tg,1
C(C)(C(=O)OCCCCCCCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OC)C,tg,0
C(C)(C(=O)OCCCCCCCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCC)C,tg,2
C(C)(C(=O)OCCCCCCCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCC)C,tg,1
C(C)(C(=O)OCCCCCCCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)c1ccc(cc1)OC)C,tg,0
C(C)(C(=O)OCCCCCCCCCCn1c2ccc(cc2c2ccccc12)C=C(C(=O)OC)C#N)C,tg,2
C(C)(C(=O)OCCCCCCCCCCn1c2ccc(cc2c2ccccc12)C=C(c1ccc(cc1)[N+](=O)[O-])C#N)C,tg,1
C(C)(C(=O)OCCCCCCCCCCn1c2ccc(cc2c2ccccc12)N=Nc1ccc(cc1)[N+](=O)[O-])C,tg,0
C(C)(C(=O)OCCCCCCCCCOc1cc2c(cc1)cc(cc2)C(=O)Oc1ccccc1)C,tg,2
C(C)(C(=O)OCCCCCCCCOc1cc2c(cc1)cc(cc2)C(=O)Oc1ccccc1)C,tg,1
C(C)(C(=O)OCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C(=O)C=Cc1c(c2c(n1C)cccc2)C)C,tg,0
C(C)(C(=O)OCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)C1OCC2(CO1)CC1C=CC2C1)C,tg,2
C(C)(C(=O)OCCCCCCN(c1ccc(cc1)N(C)C)C)C,tg,1
C(C)(C(=O)OCCCCCCOc1c(cc(cc1)C=CC1=C(C(=C(C#N)C#N)OC1(C)C)C#N)OCCCCCC)C,tg,0
C(C)(C(=O)OCCCCCCOc1cc(ccc1)C(=O)Oc1ccc(cc1)C#N)C,tg,2
C(C)(C(=O)OCCCCCCOc1cc2c(cc1)cc(cc2)C(=O)Oc1ccccc1)C,tg,1
C(C)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1c2c(c(cc1)N=Nc1ccc(cc1)F)cccc2)C,tg,0
C(C)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1c2c(c(cc1)N=Nc1ccccc1)cccc2)C,tg,2
C(C)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)OCCCC)C,tg,1
C(C)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)OCCCC)Cl,tg,0
C(C)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)c1cc(ccc1)OC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCCCCCC)C,tg,2
C(C)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1ccc2c(c1)oc(=O)cc2)C,tg,1
C(C)(C(=O)OCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)OC)C,tg,0
C(C)(C(=O)OCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)OCCCC)C,tg,2
C(C)(C(=O)OCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])C,tg,1
C(C)(C(=O)OCCCCCCOc1ccc(cc1)N=Nc1ccncc1)C,tg,0
C(C)(C(=O)OCCCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OC)C,tg,2
C(C)(C(=O)OCCCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCC)C,tg,1
C(C)(C(=O)OCCCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCC)C,tg,0
C(C)(C(=O)OCCCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)c1ccc(cc1)OC)C,tg,2
C(C)(C(=O)OCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)C,tg,1
C(C)(C(=O)OCCCCCCc1ccc(cc1)C(=Cc1ccc(cc1)OC)C)C,tg,0
C(C)(C(=O)OCCCCCCc1ccc(cc1)N=Nc1ccc(cc1)OC(F)(F)F)C,tg,2
C(C)(C(=O)OCCCCCCn1c2ccccc2c2ccccc12)C,tg,1
C(C)(C(=O)OCCCCCc1ccc(cc1)N=Nc1ccc(cc1)OC(F)(F)F)C,tg,0
C(C)(C(=O)OCCCCCn1c2ccccc2c2ccccc12)C,tg,2
C(C)(C(=O)OCCCCOc1cc2c(cc1)cc(cc2)C(=O)Oc1ccccc1)C,tg,1
C(C)(C(=O)OCCCCOc1ccc(cc1)N=Nc1ccc(cc1)C#N)C,tg,0
C(C)(C(=O)OCCCCOc1ccc(cc1)OC(=O)c1cc(c(cc1)OC)Br)C,tg,2
C(C)(C(=O)OCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCC)C,tg,1
C(C)(C(=O)OCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCC)C,tg,0
C(C)(C(=O)OCCCCc1ccc(cc1)N=Nc1ccc(cc1)OC(F)(F)F)C,tg,2
C(C)(C(=O)OCCCCc1ccccc1)C,tg,1
C(C)(C(=O)OCCCl)C,tg,0
C(C)(C(=O)OCCCn1c2ccccc2c2ccccc12)C,tg,2
C(C)(C(=O)OCCN(C)C)C,tg,1
C(C)(C(=O)OCCN(CC)c1ccccc1)C,tg,0
C(C)(C(=O)OCCN(c1ccc(cc1)N=Nc1c2c(c(cc1)[N+](=O)[O-])cccc2)CC)C,tg,2
C(C)(C(=O)OCCN(c1ccc(cc1)N=Nc1ccc(cc1)C#N)CC)C,tg,1
C(C)(C(=O)OCCN(c1ccc(cc1)N=Nc1ccc(cc1)S(=O)(=O)C)CC)C,tg,0
C(C)(C(=O)OCCN(c1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])C)C,tg,2
C(C)(C(=O)OCCN(c1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])CC)C,tg,1
C(C)(C(=O)OCCN(c1ccc(cc1)N=Nc1sc2c(n1)ccc(c2)[N+](=O)[O-])CC)C,tg,0
C(C)(C(=O)OCCN(c1ccc(cc1)[N+](=O)[O-])CC)C,tg,2
C(C)(C(=O)OCCNC(C)(C)C)C,tg,1
C(C)(C(=O)OCCO)C,tg,0
C(C)(C(=O)OCCOC)C,tg,2
C(C)(C(=O)OCCOCCO)C,tg,1
C(C)(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC)C,tg,0
C(C)(C(=O)OCCOCCOCCOc1ccc(cc1)N=Nc1ccc(cc1)C#N)C,tg,2
C(C)(C(=O)OCCOCCOc1ccc(cc1)N=Nc1ccc(cc1)C#N)C,tg,1
C(C)(C(=O)OCCO[Si](C)(C)C)C,tg,0
C(C)(C(=O)OCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)OCCCC)C,tg,2
C(C)(C(=O)OCCOc1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])C,tg,1
C(C)(C(=O)OCCOc1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C#N)C,tg,0
C(C)(C(=O)OCCS(=O)CC)C,tg,2
C(C)(C(=O)OCCc1ccc(cc1)N=Nc1ccc(cc1)OC(F)(F)F)C,tg,1
C(C)(C(=O)OCCc1ccc(cc1)N=Nc1ccccc1)C,tg,0
C(C)(C(=O)OCCc1ccccc1)C,tg,2
C(C)(C(=O)OCCn1c2ccc(cc2c2ccccc12)N=Nc1ccc(cc1)[N+](=O)[O-])C,tg,1
C(C)(C(=O)OCCn1c2ccccc2c2ccccc12)C,tg,0
C(C)(C(=O)OCSC)C,tg,2
C(C)(C(=O)OCc1[se]ccc1)C,tg,1
C(C)(C(=O)OCc1c(c(ccc1)Cl)Cl)C,tg,0
C(C)(C(=O)OCc1c(cc(cc1)Cl)Cl)C,tg,2
C(C)(C(=O)OCc1c(cc(cc1)F)F)C,tg,1
C(C)(C(=O)OCc1cc(c(cc1)Cl)Cl)C,tg,0
C(C)(C(=O)OCc1cc(c(cc1)OCCOCC)OCCOCC)C,tg,2
C(C)(C(=O)OCc1cc(ccc1)Cl)C,tg,1
C(C)(C(=O)OCc1ccc(cc1)C=CC(=O)C1c2c(C(=O)c3c1cccc3)cccc2)C,tg,0
C(C)(C(=O)OCc1ccc(cc1)C=CC(=O)Oc1cc2c(cc1)oc(=O)cc2)C,tg,2
C(C)(C(=O)OCc1ccc(cc1)C=CC(=O)Oc1ccc(cc1)OC)C,tg,1
C(C)(C(=O)OCc1ccc2n(c3c(c2c1)cccc3)CC)C,tg,0
C(C)(C(=O)OCc1ccc2n(c3c(c2c1)cccc3)CCCCCC)C,tg,2
C(C)(C(=O)OCc1ccc2n(c3c(c2c1)cccc3)CCCCCCCCCCCC)C,tg,1
C(C)(C(=O)O[Si](C)(C)C)C,tg,0
C(C)(C(=O)Oc1c(c(ccc1)C)C)C,tg,2
C(C)(C(=O)Oc1c(cc(cc1)C)C)C,tg,1
C(C)(C(=O)Oc1c(cccc1C(C)C)C(C)C)C,tg,0
C(C)(C(=O)Oc1c(cccc1C)C)C,tg,2
C(C)(C(=O)Oc1cc(c(cc1)[N+](=O)[O-])C)C,tg,1
C(C)(C(=O)Oc1cc(cc(c1)C)C)C,tg,0
C(C)(C(=O)Oc1cc2c(CCC2)cc1)C,tg,2
C(C)(C(=O)Oc1ccc(cc1)C(=O)C=Cc1cc(c(cc1)OC)OC)C,tg,1
C(C)(C(=O)Oc1ccc(cc1)C(=O)C=Cc1ccc(cc1)OCc1ccccc1)C,tg,0
C(C)(C(=O)Oc1ccc(cc1)C(=O)OC)C,tg,2
C(C)(C(=O)Oc1ccc(cc1)C(=O)Oc1ccc(cc1)C(=O)c1ccccc1)C,tg,1
C(C)(C(=O)Oc1ccc(cc1)C(=O)Oc1ccc(cc1)Oc1ccccc1)C,tg,0
C(C)(C(=O)Oc1ccc(cc1)C(=O)Oc1ccc(cc1)c1ccccc1)C,tg,2
C(C)(C(=O)Oc1ccc(cc1)C(=O)Oc1ccccc1)C,tg,1
C(C)(C(=O)Oc1ccc(cc1)C(=O)c1ccccc1)C,tg,0
C(C)(C(=O)Oc1ccc(cc1)C(C)(C)C)C,tg,2
C(C)(C(=O)Oc1ccc(cc1)C=Cc1ccccc1)C,tg,1
C(C)(C(=O)Oc1ccc(cc1)CC#N)C,tg,0
C(C)(C(=O)Oc1ccc(cc1)N=Nc1ccc(cc1)OC)C,tg,2
C(C)(C(=O)Oc1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])C,tg,1
C(C)(C(F)(F)F)F,tg,0
C(C)(C)C,tg,2
C(C)(C1=NC(C(=O)O1)(C)C)C,tg,1
C(C)(CC(=O)O)C(=O)O,tg,0
C(C)(CC(=O)OC(C)C)C(=O)OC12CC3CC(CC(C1)C3)C2,tg,2
C(C)(CC(=O)OC)C(=O)O,tg,1
C(C)(CC(=O)OC)C(=O)OC12CC3CC(CC(C1)C3)C2,tg,0
C(C)(CC(=O)OC1CCC1)C(=O)OC1CCC1,tg,2
C(C)(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,tg,1
C(C)(CC(=O)OCC)C(=O)O,tg,0
C(C)(CC(=O)OCC1CCCCC1)C(=O)OCC1CCCCC1,tg,2
C(C)(CC(=O)OCCC1CCCCC1)C(=O)OCCC1CCCCC1,tg,1
C(C)(CC(=O)OCCCCCCCCC)C(=O)OCCCCCCCCC,tg,0
C(C)(CC(=O)OCCCCl)C(=O)OCCCCl,tg,2
C(C)(CC(=O)OCCCl)C(=O)OCCCl,tg,1
C(C)(CC(=O)OCCOC)C(=O)OCCOC,tg,0
C(C)(CC(=O)OCCOCCOC)C(=O)OCCOCCOC,tg,2
C(C)(CC(=O)OCCOCCOCCOCCOCCOCCOCCOC)C(=O)OCCOCCOCCOCCOCCOCCOCCOC,tg,1
C(C)(CC(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1,tg,0
C(C)(CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,tg,2
C(C)(CC(=O)Oc1ccc(cc1)OC)C(=O)Oc1ccc(cc1)OC,tg,1
C(C)(CC(=O)Oc1ccc(cc1)OCC)C(=O)Oc1ccc(cc1)OCC,tg,0
C(C)(CC(=O)Oc1ccc(cc1)OCCC)C(=O)Oc1ccc(cc1)OCCC,tg,2
C(C)(CC(=O)Oc1ccc(cc1)OCCCCC)C(=O)Oc1ccc(cc1)OCCCCC,tg,1
C(C)(CC(=O)Oc1ccc(cc1)OCCCCCCC)C(=O)Oc1ccc(cc1)OCCCCCCC,tg,0
C(C)(CC(=O)Oc1ccccc1)C(=O)Oc1ccccc1,tg,2
C(C)(CCC(C(=O)OC)C)C(=O)OC,tg,1
C(C)(CCC)C,tg,0
C(C)(CCCCCCCC)C(=O)OC,tg,2
C(C)(Cl)Cl,tg,1
C(C)(F)F,tg,0
C(C)(OC)C,tg,2
C(C)(c1cc2c(cc1)cccc2)C,tg,1
C(C)(c1ccc(cc1)C#N)C,tg,0
C(C)(c1ccc(cc1)C(C)C)C,tg,2
C(C)(c1nc(nc(n1)N(CCOCCOCCOC)CCOCCOCCOC)N(CCOCCOCCOC)c1ccccc1)C,tg,1
C(C)(c1nc2c(cc1)cccc2)C,tg,0
C(C)=C()C#N,egc,2
C(C)=C()CCC,egc,1
C(C)C#N,tg,0
C(C)C()C(=O)OC,egc,2
C(C)C()O,egb,1
C(C)C()O,egc,1
C(C)C()OC,egc,1
C(C)C(=O)C,tg,0
C(C)C(=O)N,tg,2
C(C)C(=O)N(C)C,tg,1
C(C)C(=O)N1CCCCC1,tg,0
C(C)C(=O)NC(C)(C)C,tg,2
C(C)C(=O)NC(C)C,tg,1
C(C)C(=O)NC(CC(=O)C)(C)C,tg,0
C(C)C(=O)NCCCCCC(=O)O,tg,2
C(C)C(=O)NCCC[N+](C)(C)C,tg,1
C(C)C(=O)NCCC[N+](CCCS(=O)(=O)O)(C)C,tg,0
C(C)C(=O)NCP(=O)(O)O,tg,2
C(C)C(=O)Nc1cc(ccc1)Cl,tg,1
C(C)C(=O)Nc1ccc(cc1)C(=O)C=Cc1cc(ccc1)Br,tg,0
C(C)C(=O)Nc1ccc(cc1)C(=O)C=Cc1ccc(cc1)Br,tg,2
C(C)C(=O)Nc1ccc(cc1)Cl,tg,1
C(C)C(=O)Nc1ccccc1,tg,0
